epoch,lr,train_loss_step_mean,train_map_loss_mean,train_bayes_loss_mean,train_ctx_reg_mean,val_loss,val_acc,val_nlpd,val_ece
1,0.09999725846827562,2.2211191654205322,2.1971607208251953,2.2211191654205322,0.0,2.8847017438946834,0.3672286570072174,2.884701728820801,0.05883962661027908
2,0.09998903417374229,3.0060441493988037,3.0821406841278076,3.0060439109802246,0.0022512958385050297,1.6324939144926403,0.5785036683082581,1.6324938535690308,0.03109489008784294
3,0.0999753280182866,1.780919075012207,1.8249454498291016,1.7809182405471802,0.008302194997668266,1.5067423105993563,0.6006321907043457,1.506742238998413,0.052355628460645676
4,0.09995614150494293,1.6688672304153442,1.7397269010543823,1.6688655614852905,0.017188362777233124,1.4554693626025956,0.606427788734436,1.4554692506790161,0.05867019668221474
5,0.0999314767377287,1.6240540742874146,1.6956820487976074,1.6240513324737549,0.027978645637631416,1.4293601113451042,0.6059009432792664,1.429360032081604,0.06352198123931885
6,0.09990133642141359,1.6044549942016602,1.6765505075454712,1.6044509410858154,0.03994959220290184,1.4085637887486417,0.6085352897644043,1.4085638523101807,0.06487464159727097
7,0.0998657238612229,1.5867934226989746,1.6591213941574097,1.5867881774902344,0.05255066230893135,1.3887166625204779,0.6132771372795105,1.3887165784835815,0.06396835297346115
8,0.09982464296247523,1.5670533180236816,1.6387407779693604,1.5670467615127563,0.06536930799484253,1.3696057125690488,0.615384578704834,1.3696056604385376,0.06485967338085175
9,0.099778098230154,1.5462874174118042,1.616544246673584,1.5462795495986938,0.07810112088918686,1.351277470965531,0.6211801767349243,1.3512773513793945,0.0615064837038517
10,0.09972609476841367,1.5253664255142212,1.5937061309814453,1.5253573656082153,0.0905260294675827,1.3340677838179786,0.6222339272499084,1.334067702293396,0.06254404038190842
11,0.09966863828001983,1.5050228834152222,1.5712941884994507,1.5050126314163208,0.10248952358961105,1.3181355579886722,0.6243413686752319,1.3181354999542236,0.062398675829172134
12,0.09960573506572391,1.4856067895889282,1.549842119216919,1.4855953454971313,0.11388781666755676,1.3034435388788157,0.6259220242500305,1.3034435510635376,0.06289057433605194
13,0.09953739202357219,1.467189073562622,1.5294687747955322,1.4671765565872192,0.12465603649616241,1.2898875036531052,0.6269757151603699,1.2898874282836914,0.06238529086112976
14,0.09946361664814943,1.4497259855270386,1.510124683380127,1.4497125148773193,0.13475897908210754,1.2773563557856955,0.6264488697052002,1.2773562669754028,0.0639839842915535
15,0.0993844170297569,1.4331432580947876,1.4917209148406982,1.433128833770752,0.14418363571166992,1.265743685723356,0.6296100616455078,1.2657434940338135,0.06173598766326904
16,0.09929980185352526,1.417360782623291,1.4741696119308472,1.4173455238342285,0.1529335081577301,1.2549483095255491,0.634351909160614,1.2549482583999634,0.05774107575416565
17,0.0992097803984621,1.4022982120513916,1.4573854207992554,1.4022821187973022,0.1610240638256073,1.2448768334343512,0.6359325051307678,1.244876742362976,0.05685273930430412
18,0.09911436253643445,1.3878827095031738,1.4412921667099,1.3878659009933472,0.16847918927669525,1.2354433081800744,0.6396206021308899,1.2354432344436646,0.05376473814249039
19,0.09901355873108611,1.374045968055725,1.4258217811584473,1.3740284442901611,0.17532843351364136,1.2265705474435467,0.6438356041908264,1.2265703678131104,0.05253557860851288
20,0.09890738003669029,1.3607267141342163,1.410908579826355,1.3607085943222046,0.18160492181777954,1.2181912533726909,0.6464699506759644,1.218191146850586,0.051930416375398636
21,0.09879583809693737,1.3478704690933228,1.3964989185333252,1.3478517532348633,0.1873438060283661,1.2102470759722406,0.6475237011909485,1.2102469205856323,0.05035651475191116
22,0.09867894514365802,1.3354295492172241,1.3825418949127197,1.335410237312317,0.19258099794387817,1.2026875679812015,0.6506848931312561,1.2026875019073486,0.04965270310640335
23,0.09855671399548181,1.3233613967895508,1.3689924478530884,1.3233416080474854,0.19735226035118103,1.195469485444691,0.6522654891014099,1.1954694986343384,0.05116889998316765
24,0.09842915805643157,1.3116278648376465,1.3558101654052734,1.3116077184677124,0.2016925811767578,1.188555203951322,0.6538461446762085,1.1885552406311035,0.0484081469476223
25,0.09829629131445343,1.3001947402954102,1.342958927154541,1.3001742362976074,0.20563578605651855,1.1819127749090326,0.6570073366165161,1.1819127798080444,0.04746953397989273
26,0.09815812833988292,1.2890315055847168,1.3304044008255005,1.2890105247497559,0.20921409130096436,1.1755151859199033,0.6570073366165161,1.1755151748657227,0.04667497053742409
27,0.09801468428384717,1.278111457824707,1.3181170225143433,1.278090238571167,0.21245801448822021,1.1693375952251341,0.6580610871315002,1.1693376302719116,0.044051043689250946
28,0.09786597487660338,1.2674087285995483,1.3060698509216309,1.2673871517181396,0.21539616584777832,1.1633603947180213,0.6591148376464844,1.163360357284546,0.04048258811235428
29,0.09771201642581387,1.2569007873535156,1.2942391633987427,1.2568789720535278,0.21805530786514282,1.1575663639948919,0.659641683101654,1.1575661897659302,0.03813547641038895
30,0.09755282581475772,1.2465683221817017,1.2826045751571655,1.2465462684631348,0.22046029567718506,1.1519407427097397,0.6601685881614685,1.1519407033920288,0.03749845176935196
31,0.09738842050047931,1.2363940477371216,1.2711480855941772,1.2363717555999756,0.22263412177562714,1.1464734172921538,0.6612223386764526,1.1464734077453613,0.03657684475183487
