epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,val_loss,val_acc,val_nlpd,val_ece,val_aece,val_raw_cov_99,val_sel_acc_99,val_reliable_99,val_cov_99,val_class_cov_99,val_raw_cov_95,val_sel_acc_95,val_reliable_95,val_cov_95,val_class_cov_95,val_raw_cov_90,val_sel_acc_90,val_reliable_90,val_cov_90,val_class_cov_90,val_raw_cov_85,val_sel_acc_85,val_reliable_85,val_cov_85,val_class_cov_85,val_raw_cov_80,val_sel_acc_80,val_reliable_80,val_cov_80,val_class_cov_80
1,0.09999725846827562,1.3215264070152055,0.0,58455.74609375,0.0,0.0,1.0705997676316754,0.7002107501029968,1.068306803703308,0.05013110861182213,0.05104872380217461,0.19704952836036682,0.9946523904800415,1.0,0.19704952836036682,0.5742574257425742,0.3508956730365753,0.9744744896888733,1.0,0.3508956730365753,0.7920792079207921,0.4193888306617737,0.9597989916801453,1.0,0.4193888306617737,0.8712871287128713,0.47365647554397583,0.9488320350646973,1.0,0.47365647554397583,0.9306930693069307,0.5231822729110718,0.9244713187217712,1.0,0.5231822729110718,0.9504950495049505
2,0.09998903417374229,1.0319506744346996,4.904201220894477e-06,95599.6953125,6.162315003166441e-06,6.445957095709571e-11,0.9459618068721196,0.7349842190742493,0.9438348412513733,0.025309963151812553,0.026270706077018955,0.1944151669740677,0.9918699264526367,1.0,0.1944151669740677,0.5742574257425742,0.3572181165218353,0.982300877571106,1.0,0.3572181165218353,0.801980198019802,0.43097996711730957,0.9682151675224304,1.0,0.43097996711730957,0.8811881188118812,0.48946258425712585,0.9494079947471619,1.0,0.48946258425712585,0.9504950495049505,0.5374078154563904,0.9372549057006836,1.0,0.5374078154563904,0.9504950495049505
3,0.0999753280182866,0.8232437513842441,1.5377947906611977e-05,142459.078125,1.8365701180300675e-05,1.2891914191419143e-10,0.8368349939553328,0.7507902979850769,0.8348575830459595,0.02347913198173046,0.02600151155972255,0.19283455610275269,0.994535505771637,1.0,0.19283455610275269,0.5643564356435643,0.3688092827796936,0.9871428608894348,1.0,0.3688092827796936,0.801980198019802,0.4615384638309479,0.9691780805587769,1.0,0.4615384638309479,0.9207920792079208,0.5221285820007324,0.9525731801986694,1.0,0.5221285820007324,0.9603960396039604,0.5700737833976746,0.9426987171173096,1.0,0.5700737833976746,0.9801980198019802
4,0.09995614150494293,0.6734740114448095,3.3024259236938605e-05,197824.0,3.825495150522329e-05,1.9337871287128714e-10,0.7558538435131029,0.7839831113815308,0.7539677619934082,0.008800623938441277,0.012955162905792543,0.2118019014596939,0.9975124597549438,1.0,0.2118019014596939,0.5841584158415841,0.3977871537208557,0.9880794882774353,1.0,0.3977871537208557,0.8613861386138614,0.49736565351486206,0.9713982939720154,1.0,0.49736565351486206,0.9207920792079208,0.5437302589416504,0.9602712988853455,1.0,0.5437302589416504,0.9504950495049505,0.5964173078536987,0.9540635943412781,1.0,0.5964173078536987,0.9900990099009901
5,0.0999314767377287,0.561329993871179,5.922620233706208e-05,259223.625,6.683777610305697e-05,2.5783828382838285e-10,0.7079678283978815,0.7982086539268494,0.7061850428581238,0.020265646278858185,0.015975281957328884,0.22760801017284393,0.9976851940155029,1.0,0.22760801017284393,0.6534653465346535,0.42834562063217163,0.9852398633956909,1.0,0.42834562063217163,0.8811881188118812,0.5147523880004883,0.9754350185394287,1.0,0.5147523880004883,0.9405940594059405,0.5690200328826904,0.9648148417472839,1.0,0.5690200328826904,0.9504950495049505,0.6138039827346802,0.9553648233413696,1.0,0.6138039827346802,0.9801980198019802
6,0.09990133642141359,0.4822639303632302,9.374916350346814e-05,319953.4375,0.00010312030644854531,3.2229785478547854e-10,0.6779239675141989,0.8018967509269714,0.6762459874153137,0.009663581848144531,0.013923320459992918,0.24868282675743103,0.9978813529014587,1.0,0.24868282675743103,0.6732673267326733,0.44099050760269165,0.9880525469779968,1.0,0.44099050760269165,0.8811881188118812,0.5284510254859924,0.9750747680664062,1.0,0.5284510254859924,0.9306930693069307,0.5827186703681946,0.9674502611160278,1.0,0.5827186703681946,0.9702970297029703,0.6269757747650146,0.9563025236129761,1.0,0.6269757747650146,0.9900990099009901
7,0.0998657238612229,0.41651094092590973,0.00013608165476632552,381115.03125,0.00014739907055627555,3.867574257425743e-10,0.647315020430578,0.8145416378974915,0.6456725001335144,0.016553327441215515,0.012189807611722716,0.2555321455001831,0.9979381561279297,1.0,0.2555321455001831,0.6633663366336634,0.45047417283058167,0.988304078578949,1.0,0.45047417283058167,0.8811881188118812,0.5389884114265442,0.973607063293457,1.0,0.5389884114265442,0.9603960396039604,0.5953635573387146,0.9681416153907776,1.0,0.5953635573387146,0.9801980198019802,0.6412012577056885,0.963023841381073,1.0,0.6412012577056885,0.9900990099009901
8,0.09982464296247523,0.3640022398811756,0.000186398005692777,442442.28125,0.00019963747763540596,4.5121699669967e-10,0.6198372768024247,0.8166490793228149,0.6181990504264832,0.017290065065026283,0.015911363983807502,0.2586933672428131,0.9979633688926697,1.0,0.2586933672428131,0.6732673267326733,0.45100104808807373,0.9918224215507507,1.0,0.45100104808807373,0.8910891089108911,0.5474183559417725,0.9749759435653687,1.0,0.5474183559417725,0.9702970297029703,0.6101158857345581,0.9689119458198547,1.0,0.6101158857345581,0.9801980198019802,0.6564804911613464,0.961476743221283,1.0,0.6564804911613464,0.9801980198019802
9,0.099778098230154,0.32684270934303206,0.0002443538318816941,502070.5625,0.000258906016824767,5.156765676567657e-10,0.6080804709011436,0.8198103308677673,0.606370747089386,0.02086508274078369,0.020543169893630562,0.2634351849555969,0.9959999918937683,1.0,0.2634351849555969,0.7029702970297029,0.46048471331596375,0.9885583519935608,1.0,0.46048471331596375,0.9207920792079208,0.5547945499420166,0.9753086566925049,1.0,0.5547945499420166,0.9702970297029703,0.6122233867645264,0.9698795080184937,1.0,0.6122233867645264,0.9801980198019802,0.6622760891914368,0.9626094102859497,1.0,0.6622760891914368,0.9900990099009901
10,0.09972609476841367,0.29339888573873163,0.00030921414174084176,560720.5625,0.0003252942697145045,5.801361386138614e-10,0.5969365153096624,0.826659619808197,0.5953612923622131,0.01580534316599369,0.013406559212567053,0.2681770324707031,0.9960707426071167,1.0,0.2681770324707031,0.6831683168316832,0.46838778257369995,0.9853768348693848,1.0,0.46838778257369995,0.900990099009901,0.5648050308227539,0.9738805890083313,1.0,0.5648050308227539,0.9702970297029703,0.6164383292198181,0.9675213694572449,1.0,0.6164383292198181,0.9900990099009901,0.670706033706665,0.9599371552467346,1.0,0.670706033706665,0.9900990099009901
11,0.09966863828001983,0.26666027691104627,0.0003804640898061455,616655.1875,0.0003974932769779116,6.445957095709571e-10,0.5883471254176913,0.8303477168083191,0.5868415236473083,0.019593819975852966,0.015073264298373704,0.27608007192611694,0.9980915784835815,1.0,0.27608007192611694,0.6732673267326733,0.47312960028648376,0.9866369962692261,1.0,0.47312960028648376,0.9108910891089109,0.5637513399124146,0.9728971719741821,1.0,0.5637513399124146,0.9603960396039604,0.6206533312797546,0.9719864130020142,1.0,0.6206533312797546,0.9900990099009901,0.6749209761619568,0.9617486596107483,1.0,0.6749209761619568,0.9900990099009901
