epoch,lr,train_loss_step_mean,train_map_loss_mean,train_bayes_loss_mean,train_ctx_reg_mean,val_loss,val_acc,val_nlpd,val_ece
1,0.09999725846827562,1.4973168644574608,1.5634244361726364,1.4973054197755191,0.11441606740550239,1.2039565070285938,0.6585879325866699,1.2039563655853271,0.05368947982788086
2,0.09998903417374229,1.1209751945911068,1.1700664971134451,1.1209518319309348,0.23369291734577405,1.050200277183782,0.6886195540428162,1.0502002239227295,0.023589061573147774
3,0.0999753280182866,0.9864927624711896,1.011515207809977,0.9864682549297219,0.24503047129895428,0.9648308517809788,0.7049525380134583,0.964830756187439,0.023067492991685867
4,0.09995614150494293,0.9068426743592366,0.9187352244216617,0.9068180594113794,0.24617790969291536,0.9010000864497226,0.7197049260139465,0.9010000228881836,0.019226154312491417
5,0.0999314767377287,0.8301622997416128,0.8348838946606854,0.8301376281398358,0.2466350746626901,0.8426431931233381,0.7360379099845886,0.8426430821418762,0.026123348623514175
6,0.09990133642141359,0.7619472960434338,0.7596790406963613,0.7619225978851318,0.24701748183458158,0.7971275892850597,0.7476290464401245,0.7971275448799133,0.025019368156790733
7,0.0998657238612229,0.7115609132417358,0.7084979221667393,0.7115361830680678,0.24730825070107337,0.7707280477055508,0.7565858364105225,0.7707279920578003,0.030551807954907417
8,0.09982464296247523,0.6742519588753728,0.6642468258886054,0.6742272093744561,0.24757647971705635,0.7372450821015305,0.7702844738960266,0.7372450232505798,0.02856917679309845
9,0.099778098230154,0.6489702557573224,0.638206946967852,0.6489454614053859,0.24792501595940922,0.725101253380891,0.7750263214111328,0.7251012325286865,0.020204482600092888
10,0.09972609476841367,0.6173174652722803,0.6023383677595913,0.6172926372820788,0.2482718992056233,0.7034767583499342,0.7850368618965149,0.7034767270088196,0.02831108495593071
11,0.09966863828001983,0.5871610653282392,0.5711319340337621,0.5871362096012229,0.24858064728208107,0.6801085565062543,0.7881980538368225,0.6801086068153381,0.029483633115887642
12,0.09960573506572391,0.5585933097518316,0.5373431910382639,0.5585684280584354,0.24885544446435306,0.6704303223415974,0.792413055896759,0.6704302430152893,0.020239155739545822
13,0.09953739202357219,0.5433098372846547,0.5251924218517718,0.5432849225431385,0.249177086471331,0.6532772469193968,0.7992623448371887,0.6532772183418274,0.02872590720653534
