epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,lambda_u,delta_par_sq_mean,delta_perp_sq_mean,alpha_mean,wBw_mean,var_logits_mean,var_logits_max,correction_abs_mean,val_loss,val_acc,val_nlpd,val_ece,val_aece,val_raw_cov_99,val_sel_acc_99,val_reliable_99,val_cov_99,val_class_cov_99,val_raw_cov_95,val_sel_acc_95,val_reliable_95,val_cov_95,val_class_cov_95,val_raw_cov_90,val_sel_acc_90,val_reliable_90,val_cov_90,val_class_cov_90,val_raw_cov_85,val_sel_acc_85,val_reliable_85,val_cov_85,val_class_cov_85,val_raw_cov_80,val_sel_acc_80,val_reliable_80,val_cov_80,val_class_cov_80
1,0.09999725846827562,1.1255877017974854,0.0,84714.7109375,0.0,0.0,0.009999998845160007,0.0,0.0,1.637076497077942,0.012217280454933643,2.0000619888305664,3.2492425441741943,2.7510135173797607,1.2317719012341837,0.6469968557357788,1.2302218675613403,0.027967337518930435,0.03161306280418995,0.07323498278856277,0.9928057789802551,1.0,0.07323498278856277,0.297029702970297,0.22286617755889893,0.9763593673706055,1.0,0.22286617755889893,0.6039603960396039,0.30136987566947937,0.9580419659614563,1.0,0.30136987566947937,0.6633663366336634,0.36354056000709534,0.939130425453186,1.0,0.36354056000709534,0.7920792079207921,0.4072708189487457,0.9223803281784058,1.0,0.4072708189487457,0.8811881188118812
2,0.09998903417374229,1.0979819297790527,5.461047749122372e-06,84720.515625,5.461047749122372e-06,6.445957095709571e-11,0.010005278512835503,1.0501160704889934e-11,2.1747951905126683e-05,1.637076497077942,0.012216713279485703,2.0010249614715576,3.248321533203125,2.7539288997650146,1.2167785911338975,0.6533192992210388,1.2152485847473145,0.02052292414009571,0.02629035106762945,0.07481559365987778,0.9929577708244324,1.0,0.07481559365987778,0.3069306930693069,0.2233930379152298,0.9811320900917053,1.0,0.2233930379152298,0.5841584158415841,0.30505794286727905,0.9585492014884949,1.0,0.30505794286727905,0.6633663366336634,0.3624868392944336,0.9404069781303406,1.0,0.3624868392944336,0.7821782178217822,0.4077976942062378,0.9276486039161682,1.0,0.4077976942062378,0.8613861386138614
3,0.0999753280182866,1.0634698867797852,1.09272541521932e-05,84760.5234375,1.09272541521932e-05,1.2891914191419143e-10,0.010009100660681725,5.256255500296625e-11,0.00017952015332411975,1.637076497077942,0.012217770330607891,2.001962661743164,3.249432325363159,2.7529144287109375,1.1986420398265971,0.6559536457061768,1.1971595287322998,0.022698769345879555,0.014948674684706427,0.07692307978868484,0.9931507110595703,1.0,0.07692307978868484,0.3069306930693069,0.22391991317272186,0.981176495552063,1.0,0.22391991317272186,0.5841584158415841,0.3045310974121094,0.9567474126815796,1.0,0.3045310974121094,0.6633663366336634,0.36512118577957153,0.939393937587738,1.0,0.36512118577957153,0.801980198019802,0.4062170684337616,0.929961085319519,1.0,0.4062170684337616,0.8613861386138614
4,0.09995614150494293,1.0097548961639404,1.6414349374826998e-05,84881.8828125,1.6414349374826998e-05,1.9337871287128714e-10,0.010003459639847279,3.7207179004461466e-10,0.0006585664232261479,1.6370763778686523,0.01221669465303421,2.0006585121154785,3.249981641769409,2.7522103786468506,1.1754911057690298,0.6559536457061768,1.1738979816436768,0.01826431415975094,0.017794756401326304,0.07639620453119278,0.9931034445762634,1.0,0.07639620453119278,0.297029702970297,0.22391991317272186,0.981176495552063,1.0,0.22391991317272186,0.5841584158415841,0.31296101212501526,0.9612794518470764,1.0,0.31296101212501526,0.6732673267326733,0.36933615803718567,0.9415121078491211,1.0,0.36933615803718567,0.801980198019802,0.41201263666152954,0.9360613822937012,1.0,0.41201263666152954,0.8514851485148515
5,0.0999314767377287,0.9464223980903625,2.1951867893221788e-05,85138.125,2.1951867893221788e-05,2.5783828382838285e-10,0.009979763068258762,2.369645590860614e-09,0.001671111793257296,1.637076497077942,0.012218490242958069,1.9962124824523926,3.2403829097747803,2.7500710487365723,1.1551799409884422,0.6654372811317444,1.1536544561386108,0.013776808977127075,0.012437228219401096,0.07692307978868484,0.9931507110595703,1.0,0.07692307978868484,0.2871287128712871,0.226554274559021,0.9813953638076782,1.0,0.226554274559021,0.594059405940594,0.31664910912513733,0.961730420589447,1.0,0.31664910912513733,0.6633663366336634,0.3709167540073395,0.9488636255264282,1.0,0.3709167540073395,0.7920792079207921,0.41306638717651367,0.9375,1.0,0.41306638717651367,0.8415841584158416
6,0.09990133642141359,0.8805351853370667,2.758227856247686e-05,85580.0859375,2.758227856247686e-05,3.2229785478547854e-10,0.00992626789957285,1.0633617542055163e-08,0.0034187689889222383,1.637076497077942,0.012217940762639046,1.9854228496551514,3.21975040435791,2.7393569946289062,1.1339491323123365,0.6754478216171265,1.1324037313461304,0.014754693023860455,0.01990135075294808,0.08008430153131485,0.9934210777282715,1.0,0.08008430153131485,0.3069306930693069,0.23024235665798187,0.9816933870315552,1.0,0.23024235665798187,0.6039603960396039,0.3203372061252594,0.9638158082962036,1.0,0.3203372061252594,0.693069306930693,0.3740779757499695,0.9507042169570923,1.0,0.3740779757499695,0.801980198019802,0.41517385840415955,0.9403553009033203,1.0,0.41517385840415955,0.8514851485148515
7,0.0998657238612229,0.8141523599624634,3.335792644065805e-05,86250.25,3.335792644065805e-05,3.867574257425743e-10,0.009834707714617252,3.573793705413664e-08,0.00606919452548027,1.637076497077942,0.012220063246786594,1.9674508571624756,3.1887567043304443,2.7245986461639404,1.119562856892263,0.6791359186172485,1.1180320978164673,0.018117764964699745,0.018278880133141454,0.08271864801645279,0.993630588054657,1.0,0.08271864801645279,0.31683168316831684,0.22918862104415894,0.9793103337287903,1.0,0.22918862104415894,0.594059405940594,0.3234984278678894,0.965798020362854,1.0,0.3234984278678894,0.6831683168316832,0.3719705045223236,0.954674243927002,1.0,0.3719705045223236,0.801980198019802,0.41675448417663574,0.9431099891662598,1.0,0.41675448417663574,0.8514851485148515
8,0.09982464296247523,0.7390410900115967,3.933628249797039e-05,87178.1875,3.933628249797039e-05,4.5121699669967e-10,0.009700044989585876,9.675054712943165e-08,0.00973855797201395,1.637076497077942,0.01221851073205471,1.9402647018432617,3.1469547748565674,2.6992616653442383,1.106255599017892,0.6828240156173706,1.1047002077102661,0.02188381925225258,0.025163241649327213,0.08377239108085632,0.9937106966972351,1.0,0.08377239108085632,0.32673267326732675,0.23182296752929688,0.9795454740524292,1.0,0.23182296752929688,0.594059405940594,0.32771337032318115,0.9694533944129944,1.0,0.32771337032318115,0.6831683168316832,0.3772391974925995,0.9539105892181396,1.0,0.3772391974925995,0.8118811881188119,0.4172813594341278,0.9494949579238892,1.0,0.4172813594341278,0.8316831683168316
9,0.099778098230154,0.6732609272003174,4.557555075734854e-05,88380.109375,4.557555075734854e-05,5.156765676567657e-10,0.009517845697700977,2.2547534683781123e-07,0.014492621645331383,1.637076497077942,0.01221850048750639,1.9038184881210327,3.086726665496826,2.665003776550293,1.0964922778096415,0.6865121126174927,1.0949941873550415,0.0286273006349802,0.030179230411889305,0.08429925888776779,0.9937499761581421,1.0,0.08429925888776779,0.32673267326732675,0.23709167540073395,0.9777777791023254,1.0,0.23709167540073395,0.6237623762376238,0.32929399609565735,0.9679999947547913,1.0,0.32929399609565735,0.693069306930693,0.3782929480075836,0.9554317593574524,1.0,0.3782929480075836,0.8118811881188119,0.4225500524044037,0.9476309418678284,1.0,0.4225500524044037,0.8316831683168316
10,0.09972609476841367,0.6118687987327576,5.213197073317133e-05,89861.609375,5.213197073317133e-05,5.801361386138614e-10,0.009288307279348373,4.6818206556054065e-07,0.020352302119135857,1.637076497077942,0.012219508178532124,1.8580580949783325,3.0138323307037354,2.6226468086242676,1.0876439579922481,0.6870390176773071,1.0860422849655151,0.03321953862905502,0.027595112867676918,0.08535300195217133,0.9938271641731262,1.0,0.08535300195217133,0.33663366336633666,0.2397260218858719,0.9780219793319702,1.0,0.2397260218858719,0.6237623762376238,0.3319283425807953,0.9650793671607971,1.0,0.3319283425807953,0.7128712871287128,0.38092729449272156,0.9585062265396118,1.0,0.38092729449272156,0.8118811881188119,0.4288724958896637,0.9508599638938904,1.0,0.4288724958896637,0.8415841584158416
