epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,lambda_u,delta_par_sq_mean,delta_perp_sq_mean,alpha_mean,wBw_mean,var_logits_mean,var_logits_max,correction_abs_mean,val_loss,val_acc,val_nlpd,val_ece,val_aece,val_raw_cov_99,val_sel_acc_99,val_reliable_99,val_cov_99,val_class_cov_99,val_raw_cov_95,val_sel_acc_95,val_reliable_95,val_cov_95,val_class_cov_95,val_raw_cov_90,val_sel_acc_90,val_reliable_90,val_cov_90,val_class_cov_90,val_raw_cov_85,val_sel_acc_85,val_reliable_85,val_cov_85,val_class_cov_85,val_raw_cov_80,val_sel_acc_80,val_reliable_80,val_cov_80,val_class_cov_80
1,0.09999725846827562,1.1876575946807861,0.0,51712.0078125,0.0,0.0,0.009999998845160007,0.0,0.0,1.6308611631393433,0.012216645292937756,1.9923650026321411,3.153825521469116,2.8034536838531494,1.2286012741738048,0.6475237011909485,1.2270762920379639,0.023491501808166504,0.02835575311402501,0.07428872585296631,0.9929078221321106,1.0,0.07428872585296631,0.297029702970297,0.22444678843021393,0.9788732528686523,1.0,0.22444678843021393,0.594059405940594,0.30189672112464905,0.9546247720718384,1.0,0.30189672112464905,0.6732673267326733,0.36195996403694153,0.9388646483421326,1.0,0.36195996403694153,0.7722772277227723,0.4093782901763916,0.9240669012069702,1.0,0.4093782901763916,0.8712871287128713
2,0.09998903417374229,1.1555057764053345,3.3355427149217576e-06,51746.27734375,3.3355427149217576e-06,6.445957095709571e-11,0.010003648698329926,1.6987038511939723e-11,3.393518636585213e-05,1.6308611631393433,0.012216249480843544,1.9930275678634644,3.1511147022247314,2.8068954944610596,1.2065641230602284,0.6564804911613464,1.2049957513809204,0.01984717696905136,0.018336592644484454,0.07586933672428131,0.9930555820465088,1.0,0.07586933672428131,0.3069306930693069,0.224973663687706,0.9789227247238159,1.0,0.224973663687706,0.5841584158415841,0.3076923191547394,0.9589040875434875,1.0,0.3076923191547394,0.6732673267326733,0.36512118577957153,0.9437229633331299,1.0,0.36512118577957153,0.801980198019802,0.40832453966140747,0.9329032301902771,1.0,0.40832453966140747,0.8514851485148515
3,0.0999753280182866,1.0906429290771484,6.7029022829956375e-06,51993.07421875,6.7029022829956375e-06,1.2891914191419143e-10,0.01000265683978796,1.0508502401584963e-10,0.00027828876045532525,1.6308611631393433,0.012216566130518913,1.9928817749023438,3.1487700939178467,2.8062522411346436,1.1761568633974917,0.6633298397064209,1.1746889352798462,0.018240228295326233,0.013924642784954751,0.07797681540250778,0.9932432174682617,1.0,0.07797681540250778,0.31683168316831684,0.22550052404403687,0.9789719581604004,1.0,0.22550052404403687,0.594059405940594,0.31664910912513733,0.9567387700080872,1.0,0.31664910912513733,0.693069306930693,0.36986300349235535,0.9430199265480042,1.0,0.36986300349235535,0.801980198019802,0.4178082048892975,0.9344262480735779,1.0,0.4178082048892975,0.8514851485148515
4,0.09995614150494293,1.017763614654541,1.0196267794526648e-05,52726.9375,1.0196267794526648e-05,1.9337871287128714e-10,0.009981595911085606,1.0656936444419784e-09,0.0010048840194940567,1.6308611631393433,0.012216475792229176,1.9886709451675415,3.1382358074188232,2.8017027378082275,1.1491871846111608,0.6749209761619568,1.147658348083496,0.006636288482695818,0.005152360703972796,0.07744994759559631,0.9931972622871399,1.0,0.07744994759559631,0.31683168316831684,0.22760801017284393,0.9837962985038757,1.0,0.22760801017284393,0.594059405940594,0.32455214858055115,0.9626623392105103,1.0,0.32455214858055115,0.7029702970297029,0.3756586015224457,0.9523141384124756,1.0,0.3756586015224457,0.801980198019802,0.4225500524044037,0.9376558661460876,1.0,0.4225500524044037,0.8514851485148515
5,0.0999314767377287,0.9322952032089233,1.3982683412905317e-05,54230.44140625,1.3982683412905317e-05,2.5783828382838285e-10,0.009926356375217438,7.11319181334602e-09,0.002493491629138589,1.6308611631393433,0.012216223403811455,1.9776244163513184,3.1280298233032227,2.793509006500244,1.1281816044898882,0.6828240156173706,1.1266582012176514,0.015329374931752682,0.011778758452111977,0.08061116933822632,1.0,1.0,0.08061116933822632,0.31683168316831684,0.23498418927192688,0.9843049049377441,1.0,0.23498418927192688,0.6138613861386139,0.3298208713531494,0.9664536714553833,1.0,0.3298208713531494,0.7128712871287128,0.3798735439777374,0.9542302489280701,1.0,0.3798735439777374,0.801980198019802,0.4272918999195099,0.9432799220085144,1.0,0.4272918999195099,0.8514851485148515
6,0.09990133642141359,0.8443372249603271,1.8289068975718692e-05,56745.859375,1.8289068975718692e-05,3.2229785478547854e-10,0.009822525084018707,2.884826599824919e-08,0.004983981139957905,1.6308611631393433,0.01221843995153904,1.957293152809143,3.090333938598633,2.774125576019287,1.1114620659951793,0.6886196136474609,1.1099456548690796,0.01376478560268879,0.013598696088263305,0.08324552327394485,1.0,1.0,0.08324552327394485,0.3069306930693069,0.23340357840061188,0.9909706711769104,1.0,0.23340357840061188,0.594059405940594,0.33245521783828735,0.9683042764663696,1.0,0.33245521783828735,0.7326732673267327,0.38619598746299744,0.9549795389175415,1.0,0.38619598746299744,0.801980198019802,0.4320337176322937,0.9439024329185486,1.0,0.4320337176322937,0.8613861386138614
7,0.0998657238612229,0.7646147608757019,2.3370888811768964e-05,60427.76953125,2.3370888811768964e-05,3.867574257425743e-10,0.009661298245191574,8.471620560612791e-08,0.008629377000033855,1.6308611631393433,0.012219698168337345,1.9253644943237305,3.0363941192626953,2.7445993423461914,1.100098123037903,0.6938883066177368,1.0985348224639893,0.019478624686598778,0.019144995069353042,0.08535300195217133,1.0,1.0,0.08535300195217133,0.297029702970297,0.24236038327217102,0.9956521987915039,1.0,0.24236038327217102,0.6039603960396039,0.3319283425807953,0.9714285731315613,1.0,0.3319283425807953,0.7326732673267327,0.3888303339481354,0.9593495726585388,1.0,0.3888303339481354,0.8118811881188119,0.43256059288978577,0.9439707398414612,1.0,0.43256059288978577,0.8613861386138614
8,0.09982464296247523,0.6853097081184387,2.9493570764316246e-05,65364.4921875,2.9493570764316246e-05,4.5121699669967e-10,0.009439151734113693,2.015201943095235e-07,0.013517096638679504,1.6308611631393433,0.012215694412589073,1.8804775476455688,2.963646173477173,2.7044312953948975,1.0932212612023469,0.6965226531028748,1.0916959047317505,0.027253244072198868,0.0298283066840016,0.0874604880809784,1.0,1.0,0.0874604880809784,0.3069306930693069,0.24710221588611603,0.9914712309837341,1.0,0.24710221588611603,0.6039603960396039,0.3314014673233032,0.9745628237724304,1.0,0.3314014673233032,0.7326732673267327,0.3888303339481354,0.9579945802688599,1.0,0.3888303339481354,0.8118811881188119,0.4388830363750458,0.9447779059410095,1.0,0.4388830363750458,0.8712871287128713
9,0.099778098230154,0.6175993084907532,3.6891051422571763e-05,71539.125,3.6891051422571763e-05,5.156765676567657e-10,0.0091583002358675,4.1218532942366437e-07,0.01963038183748722,1.6308611631393433,0.012218997813761234,1.8250192403793335,2.8791463375091553,2.64831805229187,1.0898219340719337,0.6938883066177368,1.0882682800292969,0.023450596258044243,0.02467976578043183,0.0922023206949234,0.9942857027053833,1.0,0.0922023206949234,0.3564356435643564,0.2507902979850769,0.9894958138465881,1.0,0.2507902979850769,0.6138613861386139,0.3298208713531494,0.9776358008384705,1.0,0.3298208713531494,0.7524752475247525,0.3904109597206116,0.9608637094497681,1.0,0.3904109597206116,0.8217821782178217,0.44099050760269165,0.9426523447036743,1.0,0.44099050760269165,0.8613861386138614
10,0.09972609476841367,0.5492384433746338,4.5754772145301104e-05,78869.0234375,4.5754772145301104e-05,5.801361386138614e-10,0.008824595250189304,7.538387762906495e-07,0.026887359097599983,1.6308611631393433,0.012221110053360462,1.7588242292404175,2.7787821292877197,2.584090232849121,1.0905788511320462,0.6965226531028748,1.0890564918518066,0.02160654589533806,0.02421633555338933,0.09747102111577988,0.9945945739746094,1.0,0.09747102111577988,0.39603960396039606,0.25131717324256897,0.9895178079605103,1.0,0.25131717324256897,0.6138613861386139,0.3319283425807953,0.976190447807312,1.0,0.3319283425807953,0.7722772277227723,0.3946259319782257,0.9572763442993164,1.0,0.3946259319782257,0.8316831683168316,0.44415172934532166,0.935943067073822,1.0,0.44415172934532166,0.8811881188118812
