epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,val_loss,val_acc,val_nlpd,val_ece
34,0.0968640994745946,0.06280466644923285,0.0012507671962888672,591033.1875,0.0012572255218401551,2.1271658415841587e-09,0.7618443180813804,0.7908324599266052,0.7600739598274231,0.02185566909611225
35,0.0966790213248601,0.06098005016989047,0.0013092139973259061,600253.6875,0.0013155312044546008,2.191625412541254e-09,0.7601846897438781,0.7939936518669128,0.7584779262542725,0.024873171001672745
36,0.09648882429441259,0.058445808357826555,0.0013677471174425122,608978.125,0.0013739063870161772,2.25608498349835e-09,0.7594230996544922,0.7918862104415894,0.7577415108680725,0.02240987867116928
37,0.09629352924049978,0.05727567818790379,0.0014263171596581687,617224.9375,0.0014322979841381311,2.3205445544554456e-09,0.7560777946819872,0.7934668064117432,0.7544270157814026,0.022327130660414696
38,0.09609315757942506,0.05572871627784012,0.0014850572558433408,625170.4375,0.0014910341706126928,2.3850041254125414e-09,0.7564540127934093,0.792413055896759,0.7548646926879883,0.02515411749482155
39,0.09588773128419908,0.05410359121195161,0.0015439095948407851,632653.125,0.0015496609266847372,2.4494636963696373e-09,0.7552933407784513,0.7918862104415894,0.7536327242851257,0.02771388553082943
40,0.09567727288213007,0.05277850987887619,0.001602835465674427,639828.75,0.0016084803501144052,2.513923267326733e-09,0.7532031006004084,0.7929399609565735,0.7514927983283997,0.0240879375487566
41,0.09546180545235346,0.0521253109863489,0.001662067386626017,646820.5625,0.0016677509993314743,2.5783828382838283e-09,0.7521321165549114,0.7934668064117432,0.7505665421485901,0.02824472263455391
42,0.09524135262330101,0.050496937651740445,0.0017215981952716957,653525.8125,0.0017271657707169652,2.642842409240924e-09,0.7521891500977496,0.795047402381897,0.7506029605865479,0.021566953510046005
43,0.09501593857010972,0.04942238950493312,0.0017813668634724057,660035.625,0.0017869157018139958,2.70730198019802e-09,0.7497909575292508,0.7955743074417114,0.7481607794761658,0.02124646306037903
44,0.09478558801197068,0.04835145658638218,0.0018414011142115193,666324.75,0.0018468932248651981,2.7717615511551156e-09,0.7479949662004557,0.7945205569267273,0.7464158535003662,0.02242046408355236
45,0.09455032620941842,0.04790575909289983,0.0019016768368385216,672413.5625,0.0019071134738624096,2.8362211221122115e-09,0.7479656645822073,0.7955743074417114,0.7463627457618713,0.023106325417757034
46,0.09431017896156076,0.046690334999325254,0.001962215522082873,678338.0,0.001967641757801175,2.900680693069307e-09,0.7478615227690235,0.7945205569267273,0.7462239265441895,0.023742174729704857
47,0.09406517260324962,0.04579297984295552,0.0020229832066389003,684052.625,0.0020283120684325695,2.9651402640264024e-09,0.7472082301110688,0.7945205569267273,0.7456784844398499,0.02440537139773369
48,0.09381533400219319,0.044741273774664,0.0020839752246727154,689612.25,0.0020892492029815912,3.0295998349834987e-09,0.7462013016510813,0.7934668064117432,0.7445914149284363,0.026412729173898697
49,0.09356069055600949,0.04439054392647035,0.002145334017822648,695099.125,0.00215067807585001,3.0940594059405942e-09,0.7450554811791198,0.795047402381897,0.7434368133544922,0.024816880002617836
50,0.09330127018922195,0.043960898376927515,0.00220711510121306,700487.875,0.002212504157796502,3.1585189768976897e-09,0.7452556036797414,0.7966280579566956,0.7436156868934631,0.023785002529621124
51,0.0930371013501972,0.04315930682391223,0.002269115882215671,705669.875,0.0022743588779121637,3.2229785478547856e-09,0.7454188177784075,0.7961011528968811,0.7438220977783203,0.026067811995744705
52,0.09276821300802535,0.04249639624711311,0.002331429168047144,710812.0,0.002336750505492091,3.2874381188118815e-09,0.7432667608632931,0.7961011528968811,0.741692841053009,0.02614797092974186
53,0.09249463464934321,0.04189340825570692,0.0023941851041215188,715870.4375,0.0023995244409888983,3.351897689768977e-09,0.7436218402408322,0.7976817488670349,0.7420650720596313,0.026787670329213142
54,0.09221639627510077,0.04090148155199419,0.002457259531769127,720812.3125,0.0024625523947179317,3.416357260726073e-09,0.7434442725397639,0.7961011528968811,0.7418082356452942,0.025495897978544235
55,0.09193352839727122,0.0405632322008657,0.0025206342279579085,725677.5625,0.002525950549170375,3.4808168316831683e-09,0.7431096705295012,0.7945205569267273,0.7415804862976074,0.029314763844013214
56,0.09164606203550499,0.04021617899289225,0.002584359788400407,730471.0625,0.0025897216983139515,3.545276402640264e-09,0.741094741228383,0.7961011528968811,0.7395469546318054,0.025883063673973083
57,0.0913540287137281,0.039510377894828815,0.002648353701143867,735139.0625,0.0026536579243838787,3.60973597359736e-09,0.740224126895185,0.7955743074417114,0.7386174201965332,0.026839975267648697
58,0.09105746045668521,0.039192153565069235,0.0027125003761473564,739679.75,0.002717728028073907,3.6741955445544556e-09,0.7433044605184782,0.7939936518669128,0.7416631579399109,0.02867981046438217
59,0.09075638978642771,0.03886564212417839,0.0027769664625203845,744201.75,0.0027823136188089848,3.738655115511551e-09,0.7415570033237228,0.7945205569267273,0.7399412393569946,0.02929670177400112
60,0.09045084971874738,0.03844504700143739,0.002841689923575314,748573.5625,0.002846911083906889,3.8031146864686466e-09,0.7395755767319803,0.7955743074417114,0.73801189661026,0.027777234092354774
61,0.09014087375955573,0.03791304404782777,0.0029065729681365562,752878.75,0.0029118144884705544,3.867574257425743e-09,0.7421722069178542,0.7939936518669128,0.740597665309906,0.02987002208828926
62,0.08982649590120982,0.037320484029184475,0.0029717283046776705,757102.375,0.0029769521206617355,3.932033828382838e-09,0.7420658238695343,0.795047402381897,0.7404892444610596,0.028644993901252747
63,0.08950775061878452,0.03731275309282955,0.0030371291922534458,761247.4375,0.003042320255190134,3.996493399339934e-09,0.7402057004552747,0.7961011528968811,0.7386239171028137,0.02788390964269638
64,0.089184672866292,0.03659223613910156,0.003102847831415953,765368.5625,0.0031081256456673145,4.060952970297029e-09,0.7414029300275667,0.7961011528968811,0.7398532032966614,0.02790599875152111
65,0.08885729807284856,0.036377145733573646,0.0031688459180664306,769397.8125,0.0031740833073854446,4.125412541254126e-09,0.7393872416308356,0.795047402381897,0.7377956509590149,0.029161673039197922
66,0.08852566213878947,0.03599703691826008,0.003234983661608531,773334.125,0.0032401708886027336,4.189872112211221e-09,0.7395686458862996,0.7945205569267273,0.7380134463310242,0.030101142823696136
67,0.08818980143173213,0.03573613746626542,0.0033013674910041956,777237.25,0.0033066249452531338,4.254331683168317e-09,0.7389646556279431,0.7966280579566956,0.737428605556488,0.0283257607370615
68,0.08784975278258783,0.03552464897384738,0.003367889690959808,781011.375,0.0033730249851942062,4.318791254125413e-09,0.7384918867850832,0.7961011528968811,0.7368970513343811,0.029034048318862915
69,0.08750555348152299,0.035019619298158305,0.003434539396813748,784740.9375,0.0034397162962704897,4.383250825082508e-09,0.7374052189926453,0.7966280579566956,0.735795259475708,0.028678730130195618
70,0.08715724127386973,0.03490342727244491,0.0035013705930017893,788376.9375,0.0035064721014350653,4.447710396039605e-09,0.7371157440420699,0.7976817488670349,0.7355117201805115,0.027616217732429504
71,0.08680485435598673,0.034667413312904904,0.0035683799784003508,791969.9375,0.003573502879589796,4.5121699669967e-09,0.7380645061569294,0.795047402381897,0.7365582585334778,0.03085280954837799
72,0.0864484313710706,0.03427681964960429,0.003635626041911321,795504.5,0.0036407294683158398,4.576629537953796e-09,0.7368590743825609,0.7955743074417114,0.7353299260139465,0.030560310930013657
73,0.08608801140491813,0.034071717226859366,0.0037030950050321544,798997.3125,0.0037082177586853504,4.641089108910891e-09,0.734847595116361,0.7955743074417114,0.7332956790924072,0.030767837539315224
74,0.0857236339816402,0.033990036991268104,0.00377073675845888,802406.25,0.0037757616955786943,4.7055486798679874e-09,0.7366795691850941,0.795047402381897,0.7351834774017334,0.03138211369514465
75,0.0853553390593274,0.03338415673611188,0.0038386932712527787,805834.5,0.0038438374176621437,4.770008250825083e-09,0.7340431615349113,0.7971549034118652,0.7324596643447876,0.029495183378458023
76,0.08498316702566831,0.033350179875546164,0.003907063731573301,809248.5625,0.00391228636726737,4.834467821782178e-09,0.7358483596144536,0.7976817488670349,0.7342478632926941,0.02866782620549202
77,0.08460715869352037,0.03311370490211071,0.0039755911197476455,812565.3125,0.003980698529630899,4.898927392739275e-09,0.7352716233129873,0.7971549034118652,0.7337376475334167,0.029783684760332108
78,0.08422735529643446,0.03271142858089787,0.004044294744582459,815864.6875,0.004049452021718025,4.963386963696369e-09,0.7348696902881056,0.7976817488670349,0.7333401441574097,0.029257800430059433
79,0.08384379848413306,0.03269259550488821,0.00411323663123911,819121.4375,0.004118416924029589,5.027846534653466e-09,0.7331059262925883,0.7955743074417114,0.7316198348999023,0.03152763471007347
80,0.08345653031794294,0.032237355237697614,0.004182342785677993,822322.9375,0.004187520127743483,5.092306105610561e-09,0.735172742033658,0.7961011528968811,0.7336531281471252,0.03133036568760872
81,0.08306559326618262,0.032140143695149094,0.004251473274377018,825427.5625,0.004256536718457937,5.156765676567657e-09,0.7366894738566134,0.7955743074417114,0.7350727319717407,0.03153066709637642
82,0.08267103019950531,0.032072680200090506,0.004320608779308524,828472.75,0.004325642716139555,5.221225247524753e-09,0.7331172382366795,0.7966280579566956,0.7315678596496582,0.030837859958410263
83,0.08227288438619755,0.031875748371723855,0.0043898133542573095,831446.5,0.004394764080643654,5.285684818481848e-09,0.7330368023652297,0.7971549034118652,0.7314450740814209,0.030744396150112152
84,0.0818711994874345,0.03185696403800261,0.004459187162505223,834403.75,0.004464180674403906,5.350144389438944e-09,0.7339311545465468,0.7961011528968811,0.7323782444000244,0.03207510709762573
85,0.08146601955249189,0.031331584189492875,0.004528792362918358,837326.125,0.004533789120614529,5.41460396039604e-09,0.7328998104161784,0.7961011528968811,0.7313650846481323,0.03224026411771774
86,0.08105738901391554,0.031198894697250706,0.004598499123597204,840182.0,0.004603410605341196,5.479063531353136e-09,0.7326573222655768,0.7955743074417114,0.7311545610427856,0.033110447227954865
87,0.08064535268264884,0.03106126895561667,0.0046683895161910224,843034.75,0.004673382733017206,5.543523102310231e-09,0.7323357693387786,0.798735499382019,0.7307758927345276,0.029895059764385223
88,0.08022995574311877,0.031054602972794287,0.004738507962942419,845845.25,0.0047434852458536625,5.607982673267327e-09,0.733273518223657,0.7961011528968811,0.7317270040512085,0.0327930748462677
89,0.0798112437482808,0.030751204210342747,0.004808783535799473,848625.9375,0.004813781473785639,5.672442244224423e-09,0.731917997934042,0.7966280579566956,0.7304000854492188,0.03330618143081665
90,0.07938926261462366,0.0308100396379976,0.004879122327939414,851340.25,0.004884055349975824,5.736901815181518e-09,0.7326996110387547,0.7966280579566956,0.7312136888504028,0.03277479112148285
91,0.07896405861713394,0.030664671802579768,0.004949487676604254,853999.4375,0.004954359028488398,5.801361386138614e-09,0.7306762141096077,0.7971549034118652,0.7291941046714783,0.03230416029691696
92,0.0785356783842216,0.030445587369475034,0.005019950920181109,856627.75,0.005024825222790241,5.86582095709571e-09,0.7315390632577139,0.7971549034118652,0.7299665212631226,0.032291509211063385
93,0.07810416889260655,0.030068515827602678,0.0050905227366060315,859208.5,0.005095347762107849,5.930280528052805e-09,0.7330445927990752,0.7976817488670349,0.7315473556518555,0.03208906948566437
94,0.07766957746216721,0.03022461574487757,0.005161154125402174,861744.125,0.005165932234376669,5.994740099009901e-09,0.7307978094691848,0.7982086539268494,0.7292465567588806,0.03200511261820793
95,0.07723195175075136,0.03007690977342058,0.005231957813485129,864267.5,0.005236769560724497,6.0591996699669975e-09,0.7318621620111898,0.7961011528968811,0.7303388714790344,0.03369033709168434
96,0.07679133974894983,0.029965415080585103,0.005302989200716562,866777.8125,0.005307852290570736,6.123659240924092e-09,0.7308022258656043,0.7966280579566956,0.7292516231536865,0.03347122669219971
97,0.07634778977483389,0.029830064477011708,0.0053741004050589436,869223.875,0.005378860514611006,6.1881188118811884e-09,0.7299074406870047,0.7982086539268494,0.7284191250801086,0.03248205408453941
98,0.07590135046865652,0.02999922891359518,0.005445370312300649,871676.4375,0.005450225435197353,6.252578382838284e-09,0.7295329649908148,0.7971549034118652,0.7279686331748962,0.03361998498439789
99,0.07545207078751857,0.02975719226616444,0.005516759382726827,874064.6875,0.005521500017493963,6.317037953795379e-09,0.7294728928044423,0.7976817488670349,0.7279406189918518,0.03266480192542076
100,0.07500000000000001,0.029626644815843883,0.00558824810466849,876443.6875,0.0055930232629179955,6.381497524752476e-09,0.730081863096818,0.7971549034118652,0.7285967469215393,0.033735789358615875
101,0.07454518768075706,0.02963428743331149,0.005659941975765004,878808.625,0.0056647625751793385,6.445957095709571e-09,0.7300742839485627,0.798735499382019,0.7285822033882141,0.03177843242883682
102,0.07408768370508578,0.02935474273739475,0.00573175639319833,881130.8125,0.005736528895795345,6.510416666666667e-09,0.7291981250644358,0.7966280579566956,0.7276741862297058,0.03419787809252739
103,0.07362753824345272,0.02923014664118833,0.0058035693629322075,883408.5625,0.0058083017356693745,6.574876237623763e-09,0.730506398278368,0.7997892498970032,0.728983461856842,0.031027624383568764
104,0.07316480175599312,0.029334501188137744,0.0058753675744306335,885634.375,0.005880023818463087,6.6393358085808584e-09,0.7298085096638622,0.7982086539268494,0.7283200025558472,0.03277675062417984
105,0.07269952498697736,0.029278541592383148,0.005947232661344628,887838.8125,0.005951889790594578,6.703795379537954e-09,0.7277302108901318,0.7982086539268494,0.7261768579483032,0.032970309257507324
106,0.0722317589592464,0.029154291653101988,0.006019218142448676,890022.0,0.006023895926773548,6.768254950495049e-09,0.7282765435469037,0.7976817488670349,0.7267190217971802,0.033089619129896164
107,0.0717615549686164,0.029205073205993907,0.006091223895955499,892153.75,0.006095831748098135,6.832714521452146e-09,0.7288971628102663,0.798735499382019,0.7273320555686951,0.03263917565345764
108,0.07128896457825365,0.028992431367387866,0.006163247183223467,894249.875,0.006167796906083822,6.897174092409241e-09,0.7298841780430398,0.798735499382019,0.728339672088623,0.03279995918273926
109,0.07081403961302007,0.02910978044613753,0.006235319729156718,896320.8125,0.00623985705897212,6.961633663366337e-09,0.7301648595184873,0.7976817488670349,0.7285720705986023,0.03373875468969345
110,0.07033683215379001,0.028913620582754068,0.006307542840443035,898379.0,0.006312094628810883,7.026093234323433e-09,0.7300659941923505,0.7976817488670349,0.7285953760147095,0.03398623317480087
111,0.06985739453173903,0.028763155056403415,0.00637984602241823,900400.5625,0.006384337320923805,7.090552805280528e-09,0.7286103770403767,0.7961011528968811,0.7270776033401489,0.03543135151267052
112,0.06937577932260515,0.028886488426734906,0.006452296731421853,902425.5,0.006456865929067135,7.155012376237624e-09,0.7309101212012127,0.7966280579566956,0.7293926477432251,0.03524165600538254
113,0.06889203934092336,0.028783670875548135,0.006524891680161847,904423.75,0.006529462058097124,7.21947194719472e-09,0.7297783979500307,0.7976817488670349,0.7283225059509277,0.034731194376945496
114,0.0684062276342339,0.02863046940010373,0.006597463802277746,906373.625,0.00660196365788579,7.283931518151815e-09,0.7280812649128937,0.798735499382019,0.7265956997871399,0.033430732786655426
115,0.067918397477265,0.028520987193920825,0.0066699446916653965,908275.375,0.006674362812191248,7.348391089108911e-09,0.7278531385297142,0.7976817488670349,0.7263443470001221,0.03424810618162155
116,0.06742860236609076,0.028470378000252317,0.0067423709419251665,910137.0625,0.006746710278093815,7.4128506600660075e-09,0.7297242319621577,0.7992624044418335,0.7282050251960754,0.0330597423017025
117,0.06693689601226457,0.028463222805668813,0.006814848590125837,911988.3125,0.006819219794124365,7.477310231023102e-09,0.7273845001819639,0.7976817488670349,0.7258799076080322,0.03501206636428833
118,0.06644333233692916,0.02848407069202697,0.006887380485561224,913803.875,0.0068916985765099525,7.5417698019802e-09,0.7296430289556908,0.7982086539268494,0.7281366586685181,0.034127213060855865
119,0.0659479654649035,0.02859773269236678,0.006959921887863685,915591.9375,0.006964202504605055,7.606229372937293e-09,0.72893373757695,0.7976817488670349,0.7274513244628906,0.03479153662919998
120,0.06545084971874737,0.028488874988685742,0.007032589157028954,917378.375,0.007036924362182617,7.67068894389439e-09,0.7294675600415663,0.7997892498970032,0.7279210090637207,0.0327877439558506
121,0.06495203961280434,0.02833109337947156,0.007105293407077246,919122.625,0.007109549827873707,7.735148514851486e-09,0.7293597906984947,0.7982086539268494,0.7279242873191833,0.034635983407497406
122,0.06445158984722359,0.028259345339518963,0.007177946664909325,920835.8125,0.007182158529758453,7.799608085808581e-09,0.7277717710923094,0.7976817488670349,0.7262278199195862,0.03515677899122238
123,0.06394955530196147,0.028332264595987772,0.007250589051164023,922521.0625,0.0072547681629657745,7.864067656765677e-09,0.7292199195122191,0.7971549034118652,0.7276471853256226,0.03570152819156647
124,0.06344599103076329,0.028326886991905696,0.007323276546626988,924187.875,0.0073274485766887665,7.928527227722772e-09,0.7270015270868267,0.8008430004119873,0.7254635095596313,0.03214201331138611
125,0.06294095225512605,0.0281512682316917,0.007396005887058701,925829.875,0.0074001457542181015,7.992986798679868e-09,0.7268185018865024,0.7976817488670349,0.7252979278564453,0.03565474972128868
126,0.062434494358242734,0.028276371852596207,0.007468768501525173,927450.9375,0.007472886238247156,8.057446369636965e-09,0.7266403336168215,0.798735499382019,0.725165843963623,0.03416435047984123
127,0.06192667287892904,0.02827548456959205,0.00754154728965299,929048.375,0.007545643486082554,8.121905940594059e-09,0.7272732375921765,0.7976817488670349,0.7258051633834839,0.035340167582035065
128,0.06141754350553279,0.028165753322220086,0.0076143471247488905,930623.4375,0.00761842355132103,8.186365511551156e-09,0.726958994493595,0.7992624044418335,0.7254990339279175,0.03388180956244469
129,0.06090716206982714,0.028305229371284494,0.007687157089130418,932176.6875,0.0076912264339625835,8.250825082508251e-09,0.7279223404644162,0.7997892498970032,0.7264198660850525,0.03322594612836838
130,0.06039558454088797,0.02813432725275507,0.0077598999014659095,933684.25,0.007763850037008524,8.315284653465347e-09,0.7250762837453185,0.7992624044418335,0.7236010432243347,0.03390124812722206
131,0.059882867018956294,0.02821577664944205,0.00783260135293597,935176.6875,0.007836541160941124,8.379744224422442e-09,0.7279540807856649,0.7976817488670349,0.7265268564224243,0.03551064431667328
132,0.05936906572928624,0.028144640313221676,0.007905366775201688,936652.9375,0.007909287698566914,8.444203795379538e-09,0.7269545417942412,0.7976817488670349,0.7254570126533508,0.035472072660923004
133,0.05885423701597917,0.028207956121699646,0.007978138707504414,938102.625,0.007981998845934868,8.508663366336635e-09,0.7266458237761567,0.798735499382019,0.725138783454895,0.03474197909235954
134,0.05833843733580512,0.02797972656196297,0.008051012172409803,939559.0,0.008054954931139946,8.57312293729373e-09,0.7254808872341482,0.7982086539268494,0.7239403128623962,0.03545913100242615
135,0.057821723252011556,0.028399909708169427,0.008123941175492094,940986.3125,0.008127846755087376,8.637582508250826e-09,0.7267407040701526,0.7982086539268494,0.7252697348594666,0.03553018718957901
136,0.0573041514281206,0.02808375595746064,0.008196783039977056,942375.125,0.008200587704777718,8.702042079207921e-09,0.7278937582472227,0.7982086539268494,0.7264431118965149,0.0352339893579483
137,0.05678577862171523,0.02823822410537465,0.008269532795737285,943740.0,0.008273297920823097,8.766501650165017e-09,0.7249828335859502,0.7997892498970032,0.7234866619110107,0.03429301828145981
138,0.05626666167821522,0.028046722330226755,0.00834231665081317,945092.75,0.008346077054738998,8.830961221122112e-09,0.7271367329063858,0.8003160953521729,0.725644588470459,0.03343983367085457
139,0.055746857524643346,0.028172531192845636,0.008415120118989212,946422.875,0.008418829180300236,8.89542079207921e-09,0.7258569922914495,0.7992624044418335,0.7244113683700562,0.03442100062966347
140,0.0552264231633827,0.028194714485123607,0.008487976737099119,947752.5,0.008491748943924904,8.959880363036303e-09,0.7257474736242827,0.7982086539268494,0.7243090271949768,0.035731468349695206
141,0.05470541566592574,0.028167456941734448,0.00856082437393984,949044.4375,0.008564499206840992,9.0243399339934e-09,0.7257264299814769,0.7992624044418335,0.7242249846458435,0.03444542735815048
142,0.05418389216661579,0.02814686276239924,0.008633589344375794,950314.5625,0.008637218736112118,9.088799504950494e-09,0.72706926773421,0.7971549034118652,0.725581169128418,0.03687143698334694
143,0.0536619098563816,0.028240051249613856,0.008706379368311108,951575.9375,0.008710021153092384,9.153259075907591e-09,0.7261375090847276,0.8003160953521729,0.7246523499488831,0.03382105380296707
144,0.053139525976465686,0.028213833633920934,0.008779186192936826,952813.8125,0.008782769553363323,9.217718646864687e-09,0.7267159663211432,0.8008430004119873,0.7252091765403748,0.033194705843925476
145,0.05261679781214721,0.028168735896596814,0.008851961970403053,954031.75,0.008855492807924747,9.282178217821782e-09,0.7270203200733197,0.7992624044418335,0.7254937887191772,0.03501663729548454
146,0.05209378268646,0.028211743266570687,0.008924780505718571,955248.125,0.008928358554840088,9.346637788778878e-09,0.7246879003824248,0.801369845867157,0.7232559323310852,0.033253978937864304
147,0.05157053795390641,0.028262803939604522,0.008997638138140193,956443.125,0.009001179598271847,9.411097359735975e-09,0.7250826567317211,0.7992624044418335,0.7236275672912598,0.035066623240709305
148,0.051047120994167854,0.028440904241092135,0.009070406548014961,957606.5625,0.009073855355381966,9.475556930693069e-09,0.7258061248459731,0.8008430004119873,0.7243107557296753,0.03344383090734482
149,0.0505235892058123,0.02813253120178043,0.009143220242297296,958779.5,0.00914677232503891,9.540016501650166e-09,0.7249361642168244,0.7997892498970032,0.7234681844711304,0.034549470990896225
150,0.05000000000000001,0.028209194209020915,0.00921593356582493,959896.25,0.00921930093318224,9.604476072607261e-09,0.7265900398582,0.7992624044418335,0.7251634001731873,0.03547442704439163
